0,0,0,0,0,2,26,0,8,0,4,6,10,0,0,2,60,4,12,0,0,6,0,2,2,4,2,6,14,0,4,6,0,20,26,8,4,4,8,2,14,0,4,2,2,0,0,6,2,10,0,2,8,6,0,2,36,0,4,2,10,16,4,6,2,6,6,16,6,8,4,8,2,2,2,4,0,0,0,0,14,0,0,0,2,4,2,6,8,0,10,0,0,12,2,4,16,0,0,20,42,0,2,0,4,38,0,2,2,12,2,12,0,4,8,0,2,16,12,10,2,14,14,14,2,0,0,4,4,10,2,88,4,8
0,4,0,0,0,0,2,0,12,0,14,10,22,2,0,0,84,0,36,0,2,4,2,2,6,12,16,2,4,0,0,0,0,10,16,16,6,2,14,0,4,4,12,6,2,10,2,4,6,54,6,16,6,4,2,0,22,0,2,4,6,6,0,2,2,6,2,12,4,4,0,0,4,8,0,4,0,8,8,0,18,0,10,0,4,2,2,8,2,0,4,0,0,24,2,2,0,0,0,16,38,2,10,2,0,14,4,2,10,10,8,10,4,14,0,2,2,8,18,0,0,6,8,4,0,2,0,4,2,4,4,94,2,10
2,0,0,0,0,6,4,4,22,8,38,4,16,4,0,0,76,0,4,0,2,6,0,6,2,4,8,8,10,4,0,0,0,10,10,6,2,0,6,0,12,0,4,14,2,2,8,0,2,40,0,4,0,0,0,2,16,4,2,8,8,14,8,4,0,12,16,24,4,8,0,0,2,14,2,12,0,2,4,2,12,0,4,0,4,6,0,2,4,0,4,0,0,30,0,2,22,0,0,4,4,12,2,0,2,8,0,6,14,6,12,10,10,0,2,8,0,8,6,2,0,14,2,6,4,0,0,12,10,0,0,92,12,8
0,2,0,0,0,0,26,6,10,2,22,6,12,6,0,0,50,6,0,0,0,8,0,0,14,12,6,8,0,4,0,2,6,20,18,8,2,2,8,0,10,2,4,6,0,4,0,14,4,0,0,2,4,0,2,8,14,0,0,4,8,16,4,4,4,28,18,24,6,6,4,8,0,6,0,6,0,4,6,6,12,2,2,0,2,10,8,4,0,0,2,2,0,22,0,2,8,0,0,4,16,2,0,0,0,0,0,0,6,4,2,2,10,14,6,0,4,4,18,0,6,10,6,6,2,0,0,6,2,0,0,108,6,0
2,0,0,0,0,0,10,2,8,0,40,2,32,10,0,0,62,4,8,0,4,6,8,4,8,10,16,2,10,6,2,0,12,10,0,8,6,2,12,2,4,0,2,6,0,4,2,6,10,28,0,20,4,2,0,2,36,0,4,4,8,18,10,4,6,8,12,20,2,20,0,4,2,2,4,4,0,0,4,4,14,0,8,0,4,2,4,0,6,0,8,2,0,36,2,2,0,0,0,6,8,14,4,0,0,2,0,8,2,2,2,6,18,2,10,0,14,8,22,2,4,20,16,8,4,0,2,6,4,0,0,112,12,0
0,0,0,0,0,0,22,2,16,2,20,6,26,0,0,0,70,2,20,0,4,2,0,0,4,12,0,10,26,4,2,4,0,16,6,10,4,14,6,0,10,2,8,12,2,8,0,2,8,48,0,4,2,12,10,2,16,0,2,6,10,10,6,10,12,16,20,26,2,10,0,0,2,6,0,0,0,2,6,2,8,0,2,0,16,2,2,2,12,2,0,0,0,20,2,4,2,2,0,10,8,30,2,0,6,2,0,2,8,2,8,2,4,14,2,0,0,6,22,8,0,12,14,18,4,0,0,6,8,0,0,72,6,0
0,2,0,0,0,2,2,8,6,4,36,4,30,4,0,0,62,2,12,0,8,0,2,0,2,2,6,8,8,0,4,4,0,12,20,14,4,2,4,2,8,0,2,8,4,0,0,2,4,0,8,0,6,0,14,8,42,4,4,4,10,8,4,0,6,32,8,8,10,10,12,6,10,42,2,6,0,0,10,2,4,0,14,0,20,6,0,2,6,0,2,0,0,28,2,0,6,0,0,34,14,26,0,0,0,2,0,0,4,2,6,20,14,2,0,0,0,0,10,4,4,14,12,4,0,0,0,2,6,4,6,98,4,0
0,0,0,0,0,6,34,4,30,4,10,8,24,2,0,0,76,2,18,0,4,8,2,2,0,0,22,6,20,0,2,0,2,18,14,0,0,4,22,0,4,0,4,8,4,10,2,2,6,30,4,0,14,14,6,8,16,0,6,6,6,8,2,14,2,28,18,26,4,14,6,10,4,2,2,8,2,2,8,6,4,0,0,0,22,8,2,2,20,0,4,0,0,50,0,0,4,0,2,18,4,18,8,0,0,0,0,2,8,6,8,8,12,10,8,0,0,8,12,4,6,10,8,8,2,0,0,6,6,0,0,22,8,0
6,0,0,0,0,8,28,4,22,4,26,0,54,6,0,0,60,2,26,2,4,6,0,6,10,4,6,2,12,2,0,4,0,12,8,6,4,2,4,2,6,2,0,4,4,4,4,6,2,16,4,2,4,10,4,6,24,0,6,6,0,16,8,4,6,16,4,38,10,10,4,2,8,8,0,22,2,0,4,2,2,2,10,2,22,2,2,2,2,0,2,0,0,40,2,2,4,0,0,36,14,14,0,2,0,2,0,0,2,10,6,2,2,10,8,4,0,4,12,2,0,10,4,16,0,2,0,4,4,0,0,104,10,0
2,0,0,0,0,10,2,0,8,0,36,4,46,2,0,0,56,4,36,2,0,2,2,2,0,6,10,6,14,0,4,10,6,14,14,10,10,2,12,2,8,2,4,2,6,6,8,2,10,20,2,12,8,10,18,6,28,2,4,6,2,10,4,6,8,8,0,34,10,6,0,2,4,0,4,14,0,0,20,0,6,0,2,2,20,2,4,2,0,0,0,0,0,14,2,0,8,0,0,22,6,18,2,0,0,0,0,2,2,0,2,4,6,12,2,0,0,4,20,0,4,2,10,8,6,4,0,2,4,0,2,84,14,0
0,0,0,0,0,8,18,6,12,12,34,6,44,6,0,2,72,12,4,6,0,6,0,0,6,16,8,8,20,6,0,0,0,6,6,6,2,2,8,2,4,0,10,2,0,6,2,8,6,2,2,8,8,8,8,8,20,6,6,4,6,10,8,6,8,4,10,22,10,14,0,8,4,8,2,6,0,10,10,0,4,0,22,2,32,4,8,0,4,2,2,0,4,22,2,6,2,0,0,12,2,6,2,6,2,8,0,0,0,2,2,10,4,4,0,0,0,4,10,0,2,6,20,10,2,2,4,0,4,10,4,86,6,0
0,6,0,0,0,16,8,0,18,2,42,2,60,4,0,2,78,0,4,0,8,0,0,4,10,6,28,6,12,2,16,18,4,12,6,10,0,0,8,0,2,0,4,0,2,2,0,8,6,0,4,8,18,16,12,10,16,0,0,4,4,18,10,2,0,0,8,12,2,6,6,2,2,0,4,14,0,8,8,0,8,2,14,2,16,0,0,10,2,0,2,0,0,40,0,0,0,4,0,28,4,58,8,22,4,6,0,8,2,2,6,4,0,6,0,8,0,6,20,0,0,14,18,4,0,0,4,2,2,8,2,100,10,0
0,2,0,0,0,8,74,0,42,0,0,4,48,6,0,0,0,2,8,4,4,16,0,2,4,4,0,0,0,0,12,2,2,26,12,6,2,2,0,0,6,0,2,2,0,0,6,2,4,30,4,8,2,6,2,2,12,0,10,12,6,10,0,14,6,12,8,12,4,8,2,2,4,8,0,8,2,2,2,0,4,0,0,0,22,6,2,0,0,0,0,0,2,8,0,0,0,4,0,0,0,30,4,12,0,10,8,4,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,12,0,22,0,0,0,54,2,0,0,0,6,8,0,2,2,0,4,4,6,0,0,0,0,2,2,0,12,18,0,2,8,0,0,2,0,14,6,4,2,10,6,22,0,4,2,2,4,12,12,24,2,12,8,8,14,0,20,8,4,14,24,10,14,6,4,4,24,0,6,0,0,6,4,8,0,8,2,16,2,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,26,2,0,4,8,0,2,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,20,0,0,0,52,2,0,0,0,18,12,0,4,10,0,0,4,8,0,0,0,0,2,0,0,6,10,6,2,0,0,0,4,0,2,2,2,2,2,2,2,40,6,0,6,4,8,0,18,2,4,4,2,12,0,16,4,24,14,38,0,6,10,2,4,4,2,4,4,4,0,0,2,0,0,4,8,0,0,0,0,0,0,0,2,12,0,0,0,2,0,0,0,30,4,0,0,6,0,6,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0,26,0,0,2,64,0,0,0,0,8,12,16,16,16,4,0,12,4,0,0,0,2,6,6,2,10,6,4,8,16,0,0,6,0,6,2,0,6,0,4,4,0,6,8,4,4,10,6,28,4,2,6,6,14,0,12,4,10,4,24,14,14,2,2,8,20,0,6,0,0,0,2,0,0,6,0,10,2,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,34,4,0,0,0,4,10,0,4,10,0,2,8,4,0,0,0,2,2,2,2,16,14,4,0,2,0,0,2,0,10,4,10,4,6,4,16,8,0,0,6,2,2,12,0,0,6,4,2,12,0,10,2,6,6,44,12,12,6,12,2,4,0,8,4,8,2,0,4,0,4,2,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0,0,0,0,4,30,14,0,0,0,2,2,4,2,10,2,0,10,8,0,0,0,8,4,6,2,2,8,10,0,0,0,0,4,0,8,6,0,14,0,8,4,0,0,4,0,4,4,4,0,4,4,6,10,8,0,0,0,2,8,28,4,12,2,2,4,2,0,10,0,6,6,0,6,0,8,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,54,14,0,0,0,4,12,2,12,6,0,4,14,10,0,0,0,0,2,8,0,6,6,10,0,8,0,0,4,0,4,0,4,12,8,4,8,24,2,8,20,8,16,8,0,2,4,4,4,12,0,0,2,10,6,30,12,18,6,6,8,2,8,12,2,0,4,0,6,12,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,48,10,0,0,0,4,12,2,2,0,0,6,2,6,0,0,0,4,10,4,8,12,4,2,0,10,0,0,0,0,10,4,2,4,2,0,8,30,0,18,12,12,14,0,0,4,14,6,2,22,0,0,2,8,8,30,18,14,2,2,4,6,4,10,0,0,4,0,4,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,2,4,2,30,4,2,0,0,0,62,10,8,2,0,2,0,0,4,4,8,4,4,0,2,0,6,14,24,10,0,2,4,4,14,4,0,0,0,0,0,2,6,8,4,10,0,4,0,0,10,0,4,6,22,12,4,8,2,16,4,16,0,8,0,6,6,10,0,0,0,0,0,0,4,0,0,0,0,8,2,0,2,0,4,0,2,26,0,4,0,0,0,10,30,16,0,0,0,0,0,0,0,4,6,12,8,0,30,4,10,8,8,0,0,14,6,4,2,0,0,8,0,2,8,78,4,6
2,4,0,0,0,0,2,0,20,0,10,0,2,0,0,2,64,10,14,4,2,4,2,2,0,4,10,10,18,0,4,2,0,8,4,6,2,4,2,0,6,4,0,2,0,0,8,8,8,24,0,0,0,2,4,0,14,4,6,4,10,38,2,14,4,8,8,38,0,4,0,0,4,2,2,2,0,0,0,0,18,6,4,0,4,4,2,4,2,0,6,0,2,14,0,0,8,0,2,14,24,14,4,0,0,2,0,0,2,2,10,0,4,2,10,2,4,14,4,2,6,8,20,4,8,0,0,8,4,2,6,78,10,8
0,0,0,0,0,4,4,6,10,2,18,0,4,0,0,0,54,10,30,0,8,0,0,2,4,4,12,2,4,0,2,8,0,8,6,0,2,0,12,2,8,0,0,2,0,0,2,2,8,4,4,18,2,8,2,4,28,4,4,4,20,6,6,10,4,14,8,18,0,8,0,0,0,2,0,10,0,2,0,0,14,8,0,0,0,4,2,12,4,0,8,2,6,10,0,6,2,0,0,20,22,18,0,0,0,0,0,0,8,2,0,0,0,2,0,0,0,2,10,4,0,10,14,10,4,0,2,0,4,0,0,92,2,12
0,0,0,0,0,4,6,6,14,0,26,4,8,0,0,0,62,4,20,0,0,8,0,2,0,4,8,6,6,0,2,0,0,6,10,0,2,2,8,0,8,16,0,0,0,0,4,6,18,12,0,0,2,6,0,2,20,0,4,4,20,14,2,6,6,18,4,18,2,8,8,6,2,0,4,10,0,2,0,0,10,0,0,0,0,0,0,4,16,4,6,0,0,44,0,0,12,0,2,18,32,18,0,0,0,0,0,2,2,4,4,10,2,8,0,10,4,4,14,2,2,10,8,6,10,4,0,4,2,6,14,86,12,4
2,2,0,2,0,8,0,0,12,8,18,8,8,0,0,0,72,6,22,10,6,0,2,0,4,4,6,6,2,0,2,6,0,10,38,2,4,0,8,0,12,12,6,2,6,0,2,4,10,12,0,0,10,0,12,22,8,4,2,6,14,32,4,16,6,4,10,26,4,12,2,8,4,4,2,22,0,0,0,2,14,4,0,2,2,2,0,2,6,0,6,0,8,26,2,4,0,4,2,20,12,40,4,0,2,0,0,2,6,2,0,4,4,6,8,0,6,2,16,0,0,6,8,0,12,4,2,6,4,10,22,80,4,0
0,0,0,0,0,2,4,2,8,0,22,2,2,0,0,0,74,10,12,4,0,8,0,2,0,0,10,14,10,0,0,2,4,6,16,6,2,6,18,0,8,8,0,0,0,0,4,12,8,34,0,0,2,12,4,8,30,6,4,2,10,12,0,4,14,22,8,50,6,12,8,6,2,0,0,18,0,6,0,2,4,0,2,0,10,4,4,6,4,0,6,0,0,38,0,0,8,0,0,30,16,22,0,0,2,0,0,0,14,4,4,6,0,0,8,4,4,0,20,4,0,12,8,12,2,2,2,8,10,0,8,72,8,0
2,0,0,4,2,4,2,0,12,0,26,8,0,2,0,0,62,8,14,0,2,8,2,0,0,2,4,4,14,0,2,2,0,8,24,4,14,6,8,2,18,2,0,0,0,2,10,8,10,2,10,6,0,0,2,0,26,4,4,2,8,24,2,16,4,6,8,8,10,12,2,16,6,4,0,16,2,0,4,0,10,0,2,2,18,0,2,2,6,0,4,0,0,24,0,2,0,4,0,38,8,16,6,0,0,0,0,2,2,6,2,6,8,4,0,0,2,10,18,4,6,8,2,6,6,6,6,40,12,0,8,98,2,0
2,6,0,0,0,6,4,2,6,0,26,0,4,0,0,2,56,14,10,8,8,4,2,0,4,0,8,6,14,0,4,4,0,6,16,2,2,4,14,2,6,2,0,0,0,0,4,14,12,4,8,0,2,0,0,2,30,4,0,6,8,26,0,10,4,10,2,28,2,8,10,12,6,2,0,4,0,0,0,0,8,0,6,2,8,12,2,0,10,2,2,0,0,58,0,8,12,6,0,12,12,10,0,0,0,6,2,0,0,2,0,6,16,0,2,2,0,10,10,8,4,18,12,20,2,2,0,2,8,0,0,112,8,0
0,14,2,8,4,10,26,0,20,0,10,8,18,0,0,0,52,6,4,2,6,4,6,0,10,4,12,22,12,2,4,2,8,6,30,0,4,2,16,2,14,2,0,0,0,0,2,4,12,100,0,0,4,8,0,0,16,2,6,4,10,22,2,18,4,4,10,42,4,12,2,10,0,2,2,4,0,2,2,0,6,0,0,4,10,4,0,6,6,2,0,2,0,40,2,2,0,6,4,18,16,16,0,0,0,2,0,0,2,8,8,2,6,10,22,4,0,6,4,2,4,14,4,8,2,4,0,2,8,16,10,64,20,0
0,0,0,2,0,20,14,0,12,0,24,2,2,0,0,0,64,4,12,0,2,4,2,2,6,8,2,6,12,4,6,4,2,12,20,2,2,0,8,0,6,0,0,0,0,0,2,10,4,42,8,0,2,2,0,0,16,4,6,2,12,14,2,12,6,24,18,18,2,14,0,0,4,0,4,16,0,0,0,0,6,0,0,0,14,6,6,2,14,0,6,0,0,26,2,2,4,2,0,18,10,0,2,0,0,2,0,4,4,2,10,4,2,10,0,0,0,6,10,0,4,32,18,8,0,2,2,0,4,4,0,70,16,0
0,2,0,0,0,20,14,0,6,0,28,0,8,2,0,0,62,10,10,0,4,2,8,6,2,2,10,18,10,2,0,2,2,10,42,8,4,4,6,4,12,4,0,0,0,2,0,4,14,60,6,10,2,12,6,6,16,12,6,6,20,28,2,18,4,10,28,26,0,8,8,6,6,0,2,12,6,4,0,0,16,2,0,0,12,8,2,4,12,2,2,0,0,16,2,2,8,2,0,26,12,34,8,2,18,16,0,8,4,2,2,10,12,16,4,0,0,10,26,0,4,6,12,12,6,0,0,2,6,10,0,126,8,0
0,6,2,0,0,14,8,0,12,0,36,2,10,0,0,0,66,8,2,12,8,4,0,4,4,4,10,2,20,0,0,2,0,12,20,0,2,8,10,2,6,2,2,0,2,0,0,4,16,32,0,0,2,6,8,14,16,0,2,6,10,20,0,22,6,22,20,18,4,8,0,2,0,0,4,16,0,0,2,0,8,0,0,0,18,2,2,6,10,2,2,0,0,18,2,0,4,2,8,32,8,46,2,4,4,0,0,2,0,2,0,4,4,4,4,0,0,14,24,2,2,14,12,12,6,0,2,0,4,2,0,76,12,0
0,2,0,0,0,24,6,0,22,0,0,0,4,4,0,0,0,10,16,0,0,8,0,2,2,20,0,0,0,2,2,8,4,8,8,2,0,6,0,0,2,0,0,4,0,2,4,0,6,30,4,4,2,0,0,0,14,8,0,2,2,12,0,2,2,2,4,18,10,8,8,6,4,18,4,18,0,0,2,0,6,6,2,0,4,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,36,0,0,2,6,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,6,18,2,6,2,8,6,10,4,0,0,0,2,6,0,2,12,28,4,2,4,0,0,12,0,4,4,4,4,0,2,0,40,4,0,6,2,6,4,24,6,6,2,4,18,0,34,6,2,4,20,12,12,0,2,4,4,6,12,0,0,0,0,0,0,12,4,8,2,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,30,4,8,2,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,2,40,8,4,4,2,4,4,6,0,0,0,2,0,6,0,6,12,0,2,0,0,0,10,0,2,0,0,0,0,4,6,44,0,12,6,4,12,4,22,8,4,8,6,12,0,24,6,16,6,26,4,14,8,10,0,8,6,16,0,0,0,0,8,6,10,16,22,0,2,0,0,0,0,0,0,14,0,0,0,2,0,0,0,8,2,0,4,0,0,2,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0,20,0,0,0,2,0,0,0,0,6,2,4,6,0,2,2,2,4,0,0,0,4,8,14,8,10,22,0,4,0,0,0,6,0,0,4,0,0,4,2,2,22,0,0,6,2,20,14,14,4,12,0,4,16,0,24,12,12,12,4,8,10,6,8,10,0,2,12,0,2,0,0,10,2,6,0,10,4,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,22,10,2,0,2,0,4,0,6,0,0,0,0,4,8,0,40,8,0,0,0,0,0,28,0,0,0,0,0,2,10,8,16,0,2,0,10,0,0,0,8,12,8,6,36,0,0,6,26,14,14,0,36,2,8,0,4,0,20,4,2,0,0,2,14,0,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,6,2,0,4,0,0,4,4,0,0,0,2,0,0,0,2,16,2,0,0,0,0,0,0,0,0,0,2,4,8,18,42,6,2,12,10,8,2,0,4,8,2,4,28,0,0,10,20,8,36,8,12,0,0,2,0,0,6,0,2,10,2,2,4,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,0,0,8,4,0,10,4,2,2,2,2,0,0,0,0,2,2,0,10,14,6,0,4,0,0,8,0,16,2,2,8,4,0,14,14,8,0,4,2,8,4,0,2,12,2,4,16,0,0,0,14,12,40,10,14,2,6,0,10,0,14,0,10,0,0,8,6,10,2,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,22,2,2,0,0,0,4,6,0,0,0,8,16,10,4,8,12,8,0,6,0,0,6,0,0,0,0,0,0,2,2,6,0,0,0,0,0,2,0,6,8,4,8,22,0,0,2,16,10,36,4,18,0,0,4,24,0,0,0,6,0,0,8,4,42,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,6,2,14,0,30,8,0,2,0,0,72,6,16,2,18,8,0,4,0,0,6,6,20,0,2,2,0,8,0,24,2,2,2,0,12,0,0,0,0,2,6,6,4,0,2,0,0,0,2,0,28,0,0,2,10,14,2,0,2,10,4,10,0,10,0,2,2,6,0,0,2,2,0,0,20,0,0,0,4,4,6,8,2,2,16,0,0,32,0,0,8,0,0,6,62,8,2,0,2,0,0,0,6,28,0,0,2,0,0,2,0,0,8,0,0,12,8,4,2,0,0,4,2,2,2,66,2,12
0,0,0,0,0,0,2,6,2,0,22,10,2,0,2,0,70,0,8,0,2,4,2,6,0,0,12,4,8,6,8,0,8,6,20,12,0,2,4,0,4,2,0,0,2,0,4,2,6,16,0,0,0,0,0,0,8,2,0,2,2,12,4,0,6,12,0,20,2,6,2,4,4,4,0,6,0,0,0,2,8,2,6,0,0,4,0,4,4,0,10,0,0,18,0,4,2,4,0,14,30,6,6,0,0,4,0,2,6,10,0,2,8,2,0,2,16,2,24,0,0,6,2,0,4,4,2,4,2,16,12,62,4,10
2,0,0,0,0,8,8,2,6,0,28,2,2,2,0,0,56,2,12,0,0,0,0,0,0,2,12,16,14,2,0,4,6,12,16,10,4,0,4,0,4,0,0,2,0,2,4,4,2,6,0,0,0,0,0,0,18,0,0,4,0,6,6,0,2,6,2,14,6,6,0,8,0,4,2,14,0,0,0,0,12,0,2,4,4,8,0,4,4,0,6,0,4,22,2,2,2,12,0,26,46,6,4,0,0,2,0,2,6,10,0,4,8,4,6,2,16,12,18,4,0,8,12,14,2,2,2,20,10,2,8,92,4,6
0,0,0,0,0,0,2,8,0,8,10,10,2,0,0,0,54,4,0,4,12,0,0,0,2,8,4,2,6,0,0,0,2,6,26,6,6,0,8,8,2,0,0,0,0,2,0,6,4,30,2,0,0,0,0,0,10,0,0,4,10,12,8,0,10,10,12,24,4,8,0,0,2,0,2,20,0,10,2,2,12,0,2,0,2,2,4,6,10,2,16,2,0,38,0,2,0,0,2,16,16,2,2,0,0,0,0,4,4,10,0,6,2,20,8,0,14,0,8,0,0,8,8,6,6,2,0,0,10,0,10,58,12,6
